184	0	1	1	2	4	2	0	5	5	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0
188	0	6	5	5	3	2	3	0	6	3	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
189	0	4	6	5	3	6	5	3	4	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
190	0	4	4	5	5	5	4	2	3	4	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0
193	0	6	6	5	6	5	5	5	5	5	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
196	0	4	6	4	5	0	1	1	6	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0
197	0	0	0	2	2	4	3	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
199	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0
203	0	5	4	2	5	3	4	3	2	3	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0
205	0	6	5	5	5	1	5	2	5	4	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
206	0	2	3	3	2	6	6	4	6	3	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
207	0	5	2	3	2	6	3	0	9999	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
208	0	2	0	3	1	3	0	0	5	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0
209	0	5	5	3	3	5	3	2	3	4	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1
212	0	6	6	4	3	0	2	0	1	4	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
219	0	0	0	3	1	5	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0
223	0	6	6	6	6	6	5	5	9999	5	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
225	0	5	6	6	4	6	6	9999	9999	3	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
226	0	6	1	2	6	1	5	3	6	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
228	0	4	9999	3	9999	6	3	0	9999	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
231	0	6	5	0	4	3	3	3	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
232	0	4	0	4	2	1	1	1	9999	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0
236	0	3	3	1	3	6	3	2	3	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
238	0	9999	9999	3	9999	3	4	9999	9999	9999	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
240	0	5	5	6	4	4	4	2	2	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
242	0	6	6	4	4	1	4	0	3	3	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0
243	0	5	5	3	6	1	2	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0
246	0	3	1	4	3	5	5	2	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
249	0	1	2	5	2	6	3	2	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
250	0	6	5	6	6	6	4	3	4	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
256	0	6	5	2	5	3	3	0	6	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
263	0	5	2	2	3	3	2	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0
265	0	4	4	5	2	4	3	4	9999	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1
266	0	5	5	1	6	1	4	1	4	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
267	0	4	4	5	4	6	4	5	4	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
268	0	3	2	6	4	6	4	1	9999	3	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
274	0	3	5	3	5	4	6	2	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
277	0	2	3	6	4	4	5	2	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
283	0	3	1	6	6	6	3	5	3	3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
285	0	6	5	2	4	5	6	3	5	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
287	0	4	3	3	3	4	3	3	3	4	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
289	0	6	2	2	5	1	2	1	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
290	0	6	4	5	4	3	3	2	9999	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
291	0	4	4	5	5	6	6	5	5	5	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
293	0	3	1	0	2	4	4	2	4	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
305	0	3	3	4	3	4	2	3	4	4	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1
307	0	6	5	6	4	5	5	2	9999	3	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0
312	0	6	3	2	3	5	4	3	3	5	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0
315	0	2	0	6	2	3	0	2	3	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0
317	0	6	2	5	4	2	0	2	2	4	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1
318	0	3	3	3	4	3	3	0	3	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
319	0	4	5	4	5	5	4	3	5	5	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
320	0	2	2	6	1	3	4	2	5	3	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
321	0	6	5	4	2	6	6	2	3	6	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
322	0	6	6	6	6	6	4	4	5	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
324	0	3	0	5	5	6	6	3	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
325	0	1	1	4	4	9999	3	0	5	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
326	0	6	6	5	2	9999	6	3	6	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
327	0	6	6	6	6	5	6	5	9999	4	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
328	0	4	1	6	2	4	6	0	4	4	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
329	0	5	2	5	4	6	4	1	6	3	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
330	0	5	4	6	4	6	5	1	6	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
331	0	4	2	6	6	5	4	4	4	4	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
332	0	0	1	2	0	3	0	0	9999	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
333	0	6	6	4	5	0	5	5	6	5	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0
334	0	6	6	5	4	4	6	5	5	4	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
335	0	4	5	5	5	6	4	6	2	4	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0
336	0	2	0	3	3	3	2	0	3	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
337	0	4	5	4	6	6	3	3	5	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
338	0	4	2	6	5	5	5	3	5	3	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
339	0	4	4	5	3	6	3	3	3	3	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
340	0	3	1	6	5	6	9999	1	9999	2	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
343	0	6	5	5	6	9999	5	5	6	4	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
346	0	3	2	6	2	2	3	5	3	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0
347	0	6	6	5	6	6	3	3	5	4	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
350	0	6	6	4	4	9999	6	4	9999	9999	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
351	0	6	4	3	5	4	2	5	3	5	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0
356	0	1	1	1	3	5	4	1	4	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0
359	0	3	2	2	3	5	3	0	3	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
363	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
365	0	2	1	0	3	5	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
366	0	0	0	0	0	1	4	0	5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1
370	0	6	0	3	6	0	0	3	3	5	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1
371	0	4	4	4	5	1	5	9999	4	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
372	0	6	6	6	4	4	3	3	3	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1
374	0	5	5	4	5	5	5	5	5	5	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
376	0	5	5	0	3	4	2	3	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0
380	0	4	4	6	3	2	3	0	3	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1
384	0	5	2	5	6	6	2	4	3	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1
390	0	5	4	5	5	5	6	3	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
391	0	6	4	5	6	6	6	5	4	4	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
393	0	6	9999	5	6	6	3	5	4	5	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
395	0	0	0	5	0	5	4	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
397	0	4	3	0	9999	0	4	0	3	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1
402	0	6	2	4	5	4	6	3	5	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
403	0	6	6	6	6	4	2	4	6	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
405	0	4	1	5	5	5	3	1	9999	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
407	0	1	4	4	3	2	3	2	3	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0
412	0	6	6	4	6	0	4	9999	9999	4	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1
414	0	2	2	4	4	9999	3	2	2	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
415	0	5	3	4	5	4	3	3	3	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
421	0	6	6	5	5	0	0	5	9999	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
422	0	3	0	6	6	6	6	0	6	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
423	0	4	5	3	6	6	4	6	4	5	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1
424	0	6	6	6	6	6	6	9999	9999	6	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
